0.000395	480	0.000
0.000632	480	34.286
0.000701	479	68.500
0.000764	479	102.714
0.000825	479	136.929
0.000887	480	171.214
0.000949	480	205.500
0.001009	480	239.786
0.001072	480	274.071
0.001134	479	308.286
0.001195	480	342.571
0.001256	480	376.857
0.001318	480	411.143
0.001380	480	445.429
0.001442	479	479.643
0.001504	480	479.714
0.001566	480	479.714
0.001628	480	479.714
0.001690	480	479.786
0.001752	480	479.857
0.001814	480	479.929
0.001876	480	479.929
0.001937	480	479.929
0.001999	480	479.929
0.002061	480	479.929
0.002123	480	480.000
0.002183	479	479.929
0.002245	480	479.929
0.002307	480	479.929
0.002369	480	479.929
0.002430	480	480.000
0.002491	480	480.000
0.002551	480	480.000
0.002610	480	480.000
0.002670	479	479.929
0.002732	480	479.929
0.002794	480	479.929
0.002856	480	479.929
0.002918	480	479.929
0.002980	480	479.929
0.003042	480	479.929
0.003104	480	479.929
0.003165	480	480.000
0.003225	480	480.000
0.003285	480	480.000
0.003344	480	480.000
0.003404	480	480.000
0.003463	480	480.000
0.003523	480	480.000
0.003582	480	480.000
0.003642	480	480.000
0.003702	480	480.000
0.003761	480	480.000
0.003821	480	480.000
0.003880	480	480.000
0.003940	480	480.000
0.003999	480	480.000
0.004059	480	480.000
0.004118	480	480.000
0.004178	480	480.000
0.004238	480	480.000
0.004297	480	480.000
0.004357	479	480.000
0.004416	480	480.000
0.004476	480	480.000
0.004535	480	480.000
0.004595	480	480.000
0.004654	481	480.000
0.004714	480	480.000
0.004774	480	480.000
0.004834	480	480.000
0.004893	480	480.000
0.004953	480	480.000
0.005013	480	480.000
0.005072	480	480.000
0.005132	480	480.000
0.005192	480	480.000
0.005251	480	480.000
0.005311	480	480.000
0.005371	480	480.000
0.005430	480	480.000
0.005490	480	480.000
0.005550	480	480.000
0.005609	480	480.000
0.005669	480	480.000
0.005728	480	480.000
0.005788	480	480.000
0.005847	480	480.000
0.005907	480	480.000
0.005967	480	480.000
0.006027	480	480.000
0.006087	480	480.000
0.006146	480	480.000
0.006206	480	480.000
0.006266	480	480.000
0.006325	480	480.000
0.006385	480	480.000
0.006445	480	480.000
0.006504	480	480.000
0.006564	480	480.000
0.006623	480	480.000
0.006683	480	480.000
0.006743	480	480.000
0.006802	480	480.000
0.006862	480	480.000
0.006922	480	480.000
0.006981	480	480.000
0.007040	480	480.000
0.007100	480	480.000
0.007185	482	480.000
0.007247	480	480.000
0.007308	479	480.000
0.007367	479	479.929
0.007429	480	479.929
0.007490	480	479.929
0.007552	481	480.000
0.007612	479	479.929
0.007674	480	479.929
0.007736	480	479.929
0.007799	480	479.929
0.007861	480	479.929
0.007922	481	480.000
0.007982	480	480.000
0.008042	480	480.000
0.008101	480	480.000
0.008161	480	479.929
0.008222	480	479.929
0.008284	480	480.000
0.008344	480	480.071
0.008405	480	480.071
0.008466	480	480.071
0.008527	480	480.000
0.008587	480	480.000
0.008647	480	480.000
0.008706	480	480.000
0.008765	480	480.000
0.008824	480	480.000
0.008884	480	480.000
0.008943	480	480.000
0.009003	480	480.000
0.009062	480	480.000
0.009122	480	480.000
0.009182	480	480.000
0.009241	480	480.000
0.009301	480	480.000
0.009361	480	480.000
0.009420	480	480.000
0.009479	480	480.000
0.009539	480	480.000
0.009599	480	480.000
0.009658	480	480.000
0.009718	480	480.000
0.009778	480	480.000
0.009838	480	480.000
0.009897	480	480.000
0.009957	480	480.000
0.010016	480	480.000
0.010075	480	480.000
0.010135	480	480.000
0.010194	480	480.000
0.010254	480	480.000
0.010313	480	480.000
0.010372	480	480.000
0.010432	480	480.000
0.010491	481	480.000
0.010551	480	480.000
0.010610	480	480.000
0.010670	480	480.000
0.010729	480	480.000
0.010789	480	480.000
0.010849	480	480.000
0.010908	480	480.000
0.010968	480	480.000
0.011027	480	480.000
0.011087	480	480.000
0.011147	480	480.000
0.011206	480	480.000
0.011265	480	480.000
0.011325	480	480.000
0.011384	481	480.071
0.011445	480	480.000
0.011505	480	480.000
0.011564	480	480.000
0.011623	480	480.000
0.011683	480	480.000
0.011742	480	480.000
0.011801	480	480.000
0.011861	481	480.071
0.011921	480	480.071
0.011982	480	480.071
0.012043	480	480.071
0.012104	480	480.071
0.012165	480	480.071
0.012226	480	480.071
0.012287	480	480.071
0.012347	480	480.000
0.012530	480	480.000
0.012592	480	480.000
0.012652	480	480.000
0.012712	480	480.000
0.012771	480	480.000
0.012830	480	480.000
0.012890	479	480.000
0.012949	480	480.000
0.013008	480	480.000
0.013068	480	480.000
0.013127	480	480.000
0.013187	480	480.000
0.013247	480	480.000
